"order_id","product_id","unit_price","quantity","discount","order_price"
10360,38,"210,8",10,"0","2108"
10360,49,"16",35,"0","560"
10360,54,"5,9",28,"0","165"
10361,39,"14,4",54,"0,1","700"
10361,60,"27,2",55,"0,1","1346"
10362,25,"11,2",50,"0","560"
10362,51,"42,4",20,"0","848"
10362,54,"5,9",24,"0","142"
10363,31,"10",20,"0","200"
10363,75,"6,2",12,"0","74"
10363,76,"14,4",12,"0","173"
10364,69,"28,8",30,"0","864"
10364,71,"17,2",5,"0","86"
10365,11,"16,8",24,"0","403"
10366,65,"16,8",5,"0","84"
10366,77,"10,4",5,"0","52"
10367,34,"11,2",36,"0","403"
10367,54,"5,9",18,"0","106"
10367,65,"16,8",15,"0","252"
10367,77,"10,4",7,"0","73"
10368,21,"8",5,"0,1","36"
10368,28,"36,4",13,"0,1","426"
10368,57,"15,6",25,"0","390"
10368,64,"26,6",35,"0,1","838"
10369,29,"99",20,"0","1980"
10369,56,"30,4",18,"0,25","410"
10370,1,"14,4",15,"0,15","184"
10370,64,"26,6",30,"0","798"
10370,74,"8",20,"0,15","136"
10371,36,"15,2",6,"0,2","73"
10372,20,"64,8",12,"0,25","583"
10372,38,"210,8",40,"0,25","6324"
10372,60,"27,2",70,"0,25","1428"
10372,72,"27,8",42,"0,25","876"
10373,58,"10,6",80,"0,2","678"
10373,71,"17,2",50,"0,2","688"
10374,31,"10",30,"0","300"
10374,58,"10,6",15,"0","159"
10375,14,"18,6",15,"0","279"
10375,54,"5,9",10,"0","59"
10376,31,"10",42,"0,05","399"
10377,28,"36,4",20,"0,15","619"
10377,39,"14,4",20,"0,15","245"
10378,71,"17,2",6,"0","103"
10379,41,"7,7",8,"0,1","55"
10379,63,"35,1",16,"0,1","505"
10379,65,"16,8",20,"0,1","302"
10380,30,"20,7",18,"0,1","335"
10380,53,"26,2",20,"0,1","472"
10380,60,"27,2",6,"0,1","147"
10380,70,"12",30,"0","360"
10381,74,"8",14,"0","112"
10382,5,"17",32,"0","544"
10382,18,"50",9,"0","450"
10382,29,"99",14,"0","1386"
10382,33,"2",60,"0","120"
10382,74,"8",50,"0","400"
10383,13,"4,8",20,"0","96"
10383,50,"13",15,"0","195"
10383,56,"30,4",20,"0","608"
10384,20,"64,8",28,"0","1814"
10384,60,"27,2",15,"0","408"
10385,7,"24",10,"0,2","192"
10385,60,"27,2",20,"0,2","435"
10385,68,"10",8,"0,2","64"
10386,24,"3,6",15,"0","54"
10386,34,"11,2",10,"0","112"
10387,24,"3,6",15,"0","54"
10387,28,"36,4",6,"0","218"
10387,59,"44",12,"0","528"
10387,71,"17,2",15,"0","258"
10388,45,"7,6",15,"0,2","91"
10388,52,"5,6",20,"0,2","90"
10388,53,"26,2",40,"0","1048"
10389,10,"24,8",16,"0","397"
10389,55,"19,2",15,"0","288"
10389,62,"39,4",20,"0","788"
10389,70,"12",30,"0","360"
10390,31,"10",60,"0,1","540"
10390,35,"14,4",40,"0,1","518"
10390,46,"9,6",45,"0","432"
10390,72,"27,8",24,"0,1","600"
10391,13,"4,8",18,"0","86"
10392,69,"28,8",50,"0","1440"
10393,2,"15,2",25,"0,25","285"
10393,14,"18,6",42,"0,25","586"
10393,25,"11,2",7,"0,25","59"
10393,26,"24,9",70,"0,25","1307"
10393,31,"10",32,"0","320"
10394,13,"4,8",10,"0","48"
10394,62,"39,4",10,"0","394"
10395,46,"9,6",28,"0,1","242"
10395,53,"26,2",70,"0,1","1651"
10395,69,"28,8",8,"0","230"
10396,23,"7,2",40,"0","288"
10396,71,"17,2",60,"0","1032"
10396,72,"27,8",21,"0","584"
10397,21,"8",10,"0,15","68"
10397,51,"42,4",18,"0,15","649"
10398,35,"14,4",30,"0","432"
10398,55,"19,2",120,"0,1","2074"
10399,68,"10",60,"0","600"
10399,71,"17,2",30,"0","516"
10399,76,"14,4",35,"0","504"
10399,77,"10,4",14,"0","146"
10400,29,"99",21,"0","2079"
10400,35,"14,4",35,"0","504"
10400,49,"16",30,"0","480"
10401,30,"20,7",18,"0","373"
10401,56,"30,4",70,"0","2128"
10401,65,"16,8",20,"0","336"
10401,71,"17,2",60,"0","1032"
10402,23,"7,2",60,"0","432"
10402,63,"35,1",65,"0","2281"
10403,16,"13,9",21,"0,15","248"
10403,48,"10,2",70,"0,15","607"
10404,26,"24,9",30,"0,05","710"
10404,42,"11,2",40,"0,05","426"
10404,49,"16",30,"0,05","456"
10405,3,"8",50,"0","400"
10406,1,"14,4",10,"0","144"
10406,21,"8",30,"0,1","216"
10406,28,"36,4",42,"0,1","1376"
10406,36,"15,2",5,"0,1","68"
10406,40,"14,7",2,"0,1","26"
10407,11,"16,8",30,"0","504"
10407,69,"28,8",15,"0","432"
10407,71,"17,2",15,"0","258"
10408,37,"20,8",10,"0","208"
10408,54,"5,9",6,"0","35"
10408,62,"39,4",35,"0","1379"
10409,14,"18,6",12,"0","223"
10409,21,"8",12,"0","96"
10410,33,"2",49,"0","98"
10410,59,"44",16,"0","704"
10411,41,"7,7",25,"0,2","154"
10411,44,"15,5",40,"0,2","496"
10411,59,"44",9,"0,2","317"
10412,14,"18,6",20,"0,1","335"
10413,1,"14,4",24,"0","346"
10413,62,"39,4",40,"0","1576"
10413,76,"14,4",14,"0","202"
10414,19,"7,3",18,"0,05","125"
10414,33,"2",50,"0","100"
10415,17,"31,2",2,"0","62"
10415,33,"2",20,"0","40"
10416,19,"7,3",20,"0","146"
10416,53,"26,2",10,"0","262"
10416,57,"15,6",20,"0","312"
10417,38,"210,8",50,"0","10540"
10417,46,"9,6",2,"0,25","14"
10417,68,"10",36,"0,25","270"
10417,77,"10,4",35,"0","364"
10418,2,"15,2",60,"0","912"
10418,47,"7,6",55,"0","418"
10418,61,"22,8",16,"0","365"
10418,74,"8",15,"0","120"
10419,60,"27,2",60,"0,05","1550"
10419,69,"28,8",20,"0,05","547"
10420,9,"77,6",20,"0,1","1397"
10420,13,"4,8",2,"0,1","9"
10420,70,"12",8,"0,1","86"
10420,73,"12",20,"0,1","216"
10421,19,"7,3",4,"0,15","25"
10421,26,"24,9",30,"0","747"
10421,53,"26,2",15,"0,15","334"
10421,77,"10,4",10,"0,15","88"
10422,26,"24,9",2,"0","50"
10423,31,"10",14,"0","140"
10423,59,"44",20,"0","880"
10424,35,"14,4",60,"0,2","691"
10424,38,"210,8",49,"0,2","8263"
10424,68,"10",30,"0,2","240"
10425,55,"19,2",10,"0,25","144"
10425,76,"14,4",20,"0,25","216"
10426,56,"30,4",5,"0","152"
10426,64,"26,6",7,"0","186"
10427,14,"18,6",35,"0","651"
10428,46,"9,6",20,"0","192"
10429,50,"13",40,"0","520"
10429,63,"35,1",35,"0,25","921"
10430,17,"31,2",45,"0,2","1123"
10430,21,"8",50,"0","400"
10430,56,"30,4",30,"0","912"
10430,59,"44",70,"0,2","2464"
10431,17,"31,2",50,"0,25","1170"
10431,40,"14,7",50,"0,25","551"
10431,47,"7,6",30,"0,25","171"
10432,26,"24,9",10,"0","249"
10432,54,"5,9",40,"0","236"
10433,56,"30,4",28,"0","851"
10434,11,"16,8",6,"0","101"
10434,76,"14,4",18,"0,15","220"
10435,2,"15,2",10,"0","152"
10435,22,"16,8",12,"0","202"
10435,72,"27,8",10,"0","278"
10436,46,"9,6",5,"0","48"
10436,56,"30,4",40,"0,1","1094"
10436,64,"26,6",30,"0,1","718"
10436,75,"6,2",24,"0,1","134"
10437,53,"26,2",15,"0","393"
10438,19,"7,3",15,"0,2","88"
10438,34,"11,2",20,"0,2","179"
10438,57,"15,6",15,"0,2","187"
10439,12,"30,4",15,"0","456"
10439,16,"13,9",16,"0","222"
10439,64,"26,6",6,"0","160"
10439,74,"8",30,"0","240"
10440,2,"15,2",45,"0,15","581"
10440,16,"13,9",49,"0,15","579"
10440,29,"99",24,"0,15","2020"
10440,61,"22,8",90,"0,15","1744"
10441,27,"35,1",50,"0","1755"
10442,11,"16,8",30,"0","504"
10442,54,"5,9",80,"0","472"
10442,66,"13,6",60,"0","816"
10443,11,"16,8",6,"0,2","81"
10443,28,"36,4",12,"0","437"
10444,17,"31,2",10,"0","312"
10444,26,"24,9",15,"0","373"
10444,35,"14,4",8,"0","115"
10444,41,"7,7",30,"0","231"
10445,39,"14,4",6,"0","86"
10445,54,"5,9",15,"0","89"
10446,19,"7,3",12,"0,1","79"
10446,24,"3,6",20,"0,1","65"
10446,31,"10",3,"0,1","27"
10446,52,"5,6",15,"0,1","76"
10447,19,"7,3",40,"0","292"
10447,65,"16,8",35,"0","588"
10447,71,"17,2",2,"0","34"
10448,26,"24,9",6,"0","149"
10448,40,"14,7",20,"0","294"
10449,10,"24,8",14,"0","347"
10449,52,"5,6",20,"0","112"
10449,62,"39,4",35,"0","1379"
10450,10,"24,8",20,"0,2","397"
10450,54,"5,9",6,"0,2","28"
10451,55,"19,2",120,"0,1","2074"
10451,64,"26,6",35,"0,1","838"
10451,65,"16,8",28,"0,1","423"
10451,77,"10,4",55,"0,1","515"
10452,28,"36,4",15,"0","546"
10452,44,"15,5",100,"0,05","1472"
10453,48,"10,2",15,"0,1","138"
10453,70,"12",25,"0,1","270"
10454,16,"13,9",20,"0,2","222"
10454,33,"2",20,"0,2","32"
10454,46,"9,6",10,"0,2","77"
10455,39,"14,4",20,"0","288"
10455,53,"26,2",50,"0","1310"
10455,61,"22,8",25,"0","570"
10455,71,"17,2",30,"0","516"
10456,21,"8",40,"0,15","272"
10456,49,"16",21,"0,15","286"
10457,59,"44",36,"0","1584"
10458,26,"24,9",30,"0","747"
10458,28,"36,4",30,"0","1092"
10458,43,"36,8",20,"0","736"
10458,56,"30,4",15,"0","456"
10458,71,"17,2",50,"0","860"
10459,7,"24",16,"0,05","365"
10459,46,"9,6",20,"0,05","182"
10459,72,"27,8",40,"0","1112"
10460,68,"10",21,"0,25","158"
10460,75,"6,2",4,"0,25","19"
10461,21,"8",40,"0,25","240"
10461,30,"20,7",28,"0,25","435"
10461,55,"19,2",60,"0,25","864"
10462,13,"4,8",1,"0","5"
10462,23,"7,2",21,"0","151"
10463,19,"7,3",21,"0","153"
10463,42,"11,2",50,"0","560"
10464,4,"17,6",16,"0,2","225"
10464,43,"36,8",3,"0","110"
10464,56,"30,4",30,"0,2","730"
10464,60,"27,2",20,"0","544"
10465,24,"3,6",25,"0","90"
10465,29,"99",18,"0,1","1604"
10465,40,"14,7",20,"0","294"
10465,45,"7,6",30,"0,1","205"
10465,50,"13",25,"0","325"
10466,11,"16,8",10,"0","168"
10466,46,"9,6",5,"0","48"
10467,24,"3,6",28,"0","101"
10467,25,"11,2",12,"0","134"
10468,30,"20,7",8,"0","166"
10468,43,"36,8",15,"0","552"
10469,2,"15,2",40,"0,15","517"
10469,16,"13,9",35,"0,15","414"
10469,44,"15,5",2,"0,15","26"
10470,18,"50",30,"0","1500"
10470,23,"7,2",15,"0","108"
10470,64,"26,6",8,"0","213"
10471,7,"24",30,"0","720"
10471,56,"30,4",20,"0","608"
10472,24,"3,6",80,"0,05","274"
10472,51,"42,4",18,"0","763"
10473,33,"2",12,"0","24"
10473,71,"17,2",12,"0","206"
10474,14,"18,6",12,"0","223"
10474,28,"36,4",18,"0","655"
10474,40,"14,7",21,"0","309"
10474,75,"6,2",10,"0","62"
10475,31,"10",35,"0,15","297"
10475,66,"13,6",60,"0,15","694"
10475,76,"14,4",42,"0,15","514"
10476,55,"19,2",2,"0,05","36"
10476,70,"12",12,"0","144"
10477,1,"14,4",15,"0","216"
10477,21,"8",21,"0,25","126"
10477,39,"14,4",20,"0,25","216"
10478,10,"24,8",20,"0,05","471"
10479,38,"210,8",30,"0","6324"
10479,53,"26,2",28,"0","734"
10479,59,"44",60,"0","2640"
10479,64,"26,6",30,"0","798"
10480,47,"7,6",30,"0","228"
10480,59,"44",12,"0","528"
10481,49,"16",24,"0","384"
10481,60,"27,2",40,"0","1088"
10482,40,"14,7",10,"0","147"
10483,34,"11,2",35,"0,05","372"
10483,77,"10,4",30,"0,05","296"
10484,21,"8",14,"0","112"
10484,40,"14,7",10,"0","147"
10484,51,"42,4",3,"0","127"
10485,2,"15,2",20,"0,1","274"
10485,3,"8",20,"0,1","144"
10485,55,"19,2",30,"0,1","518"
10485,70,"12",60,"0,1","648"
10486,11,"16,8",5,"0","84"
10486,51,"42,4",25,"0","1060"
10486,74,"8",16,"0","128"
10487,19,"7,3",5,"0","37"
10487,26,"24,9",30,"0","747"
10487,54,"5,9",24,"0,25","106"
10488,59,"44",30,"0","1320"
10488,73,"12",20,"0,2","192"
10489,11,"16,8",15,"0,25","189"
10489,16,"13,9",18,"0","250"
10490,59,"44",60,"0","2640"
10490,68,"10",30,"0","300"
10490,75,"6,2",36,"0","223"
10491,44,"15,5",15,"0,15","198"
10491,77,"10,4",7,"0,15","62"
10492,25,"11,2",60,"0,05","638"
10492,42,"11,2",20,"0,05","213"
10493,65,"16,8",15,"0,1","227"
10493,66,"13,6",10,"0,1","122"
10493,69,"28,8",10,"0,1","259"
10494,56,"30,4",30,"0","912"
10495,23,"7,2",10,"0","72"
10495,41,"7,7",20,"0","154"
10495,77,"10,4",5,"0","52"
10496,31,"10",20,"0,05","190"
10497,56,"30,4",14,"0","426"
10497,72,"27,8",25,"0","695"
10497,77,"10,4",25,"0","260"
10498,24,"4,5",14,"0","63"
10498,40,"18,4",5,"0","92"
10498,42,"14",30,"0","420"
10499,28,"45,6",20,"0","912"
10499,49,"20",25,"0","500"
10500,15,"15,5",12,"0,05","177"
10500,28,"45,6",8,"0,05","347"
10501,54,"7,45",20,"0","149"
10502,45,"9,5",21,"0","200"
10502,53,"32,8",6,"0","197"
10502,67,"14",30,"0","420"
10503,14,"23,25",70,"0","1628"
10503,65,"21,05",20,"0","421"
10504,2,"19",12,"0","228"
10504,21,"10",12,"0","120"
10504,53,"32,8",10,"0","328"
10504,61,"28,5",25,"0","712"
10505,62,"49,3",3,"0","148"
10506,25,"14",18,"0,1","227"
10506,70,"15",14,"0,1","189"
10507,43,"46",15,"0,15","586"
10507,48,"12,75",15,"0,15","163"
10508,13,"6",10,"0","60"
10508,39,"18",10,"0","180"
10509,28,"45,6",3,"0","137"
10510,29,"123,79",36,"0","4456"
10510,75,"7,75",36,"0,1","251"
10511,4,"22",50,"0,15","935"
10511,7,"30",50,"0,15","1275"
10511,8,"40",10,"0,15","340"
10512,24,"4,5",10,"0,15","38"
10512,46,"12",9,"0,15","92"
10512,47,"9,5",6,"0,15","48"
10512,60,"34",12,"0,15","347"
10513,21,"10",40,"0,2","320"
10513,32,"32",50,"0,2","1280"
10513,61,"28,5",15,"0,2","342"
10514,20,"81",39,"0","3159"
10514,28,"45,6",35,"0","1596"
10514,56,"38",70,"0","2660"
10514,65,"21,05",39,"0","821"
10514,75,"7,75",50,"0","388"
10515,9,"97",16,"0,15","1319"
10515,16,"17,45",50,"0","873"
10515,27,"43,9",120,"0","5268"
10515,33,"2,5",16,"0,15","34"
10515,60,"34",84,"0,15","2428"
10516,18,"62,5",25,"0,1","1406"
10516,41,"9,65",80,"0,1","695"
10516,42,"14",20,"0","280"
10517,52,"7",6,"0","42"
10517,59,"55",4,"0","220"
10517,70,"15",6,"0","90"
10518,24,"4,5",5,"0","22"
10518,38,"263,5",15,"0","3952"
10518,44,"19,45",9,"0","175"
10519,10,"31",16,"0,05","471"
10519,56,"38",40,"0","1520"
10519,60,"34",10,"0,05","323"
10520,24,"4,5",8,"0","36"
10520,53,"32,8",5,"0","164"
10521,35,"18",3,"0","54"
10521,41,"9,65",10,"0","96"
10521,68,"12,5",6,"0","75"
10522,1,"18",40,"0,2","576"
10522,8,"40",24,"0","960"
10522,30,"25,89",20,"0,2","414"
10522,40,"18,4",25,"0,2","368"
10523,17,"39",25,"0,1","877"
10523,20,"81",15,"0,1","1093"
10523,37,"26",18,"0,1","421"
10523,41,"9,65",6,"0,1","52"
10524,10,"31",2,"0","62"
10524,30,"25,89",10,"0","259"
10524,43,"46",60,"0","2760"
10524,54,"7,45",15,"0","112"
10525,36,"19",30,"0","570"
10525,40,"18,4",15,"0,1","248"
10526,1,"18",8,"0,15","122"
10526,13,"6",10,"0","60"
10526,56,"38",30,"0,15","969"
10527,4,"22",50,"0,1","990"
10527,36,"19",30,"0,1","513"
10528,11,"21",3,"0","63"
10528,33,"2,5",8,"0,2","16"
10528,72,"34,8",9,"0","313"
10529,55,"24",14,"0","336"
10529,68,"12,5",20,"0","250"
10529,69,"36",10,"0","360"
10530,17,"39",40,"0","1560"
10530,43,"46",25,"0","1150"
10530,61,"28,5",20,"0","570"
10530,76,"18",50,"0","900"
10531,59,"55",2,"0","110"
10532,30,"25,89",15,"0","388"
10532,66,"17",24,"0","408"
10533,4,"22",50,"0,05","1045"
10533,72,"34,8",24,"0","835"
